TYPE,JOB_LINK
APPLIED_JOBS,https://www.naukri.com/job-listings-quality-analyst-coox-online-noida-0-to-1-years-011125016656
APPLIED_JOBS,https://www.naukri.com/job-listings-robotic-software-engineer-hitl-robotics-delhi-ncr-1-to-5-years-021125003418
APPLIED_JOBS,https://www.naukri.com/job-listings-junior-software-developer-proxima-skills-training-consulting-services-opc-private-bengaluru-0-to-1-years-021125004682
APPLIED_JOBS,https://www.naukri.com/job-listings-female-freshers-with-asp-net-mvc-or-core-only-synergy5m-llp-pune-0-to-1-years-021125003157
APPLIED_JOBS,https://www.naukri.com/job-listings-software-engineer-freelancer-dinesh-singh-canada-1-to-6-years-050822001435
